,id,budget,homepage,original_language,popularity,popularity_cat,release_date,year,month,runtime,revenue,best_seller,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,TV Movie,War,Western,lang_cnt,performance_lead_actor,female_actor_count,male_actor_count,unkown_gender_actor_count,country_cnt,cnt_crew
2158,2158,8000000,0,en,15.20695686340332,Superb,8/22/86,1986,8,89.0,52287414.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,1.0,14.0
2159,2159,50000000,0,en,6.936676979064941,High,12/10/04,2004,12,119.0,34808403.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,9.0,0.0,1.0,21.0
2160,2160,3500159,1,en,6.262677192687988,High,4/11/02,2002,4,112.0,76578641.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,0.0,4.0,22.0
2161,2161,0,0,en,10.036279678344727,Superb,10/1/15,2015,10,106.0,17671101.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,3.0,12.0,0.0,2.0,44.0
2162,2162,11000000,0,en,11.333125114440918,Superb,6/7/84,1984,6,106.0,153083102.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,1.0,18.0
2163,2163,0,0,en,7.817811012268066,High,1/11/95,1995,1,127.0,38290723.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,8.0,0.0,1.0,10.0
2164,2164,600000,0,en,6.854576110839844,High,1/1/94,1994,1,95.0,185898.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,4.0,12.0,0.0,1.0,11.0
2165,2165,60000000,1,en,12.975935935974121,Superb,12/24/15,2015,12,124.0,101134059.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,6.0,21.0,0.0,1.0,89.0
2166,2166,14000000,0,en,14.44336223602295,Superb,10/14/14,2014,10,108.0,10076790.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,8.0,0.0,1.0,14.0
2167,2167,50000000,0,en,15.874490737915039,Superb,8/2/96,1996,8,107.0,60209334.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,23.0,13.0,23.0,1.0,1.0,23.0
2168,2168,103000000,0,en,25.08563995361328,Superb,5/23/13,2013,5,100.0,362000072.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,11.0,0.0,1.0,92.0
2169,2169,0,1,en,6.96994686126709,High,8/14/15,2015,8,84.0,2500431.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,6.0,0.0,2.0,21.0
2170,2170,658000,0,en,9.072006225585938,Superb,4/10/53,1953,4,90.0,23800000.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,8.0,0.0,1.0,12.0
2171,2171,4000000,1,en,11.22303295135498,Superb,10/8/15,2015,10,118.0,15656193.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,16.0,3.0,11.0,0.0,5.0,46.0
2172,2172,2500000,0,en,0.46334999799728394,Low,8/24/07,2007,8,100.0,71904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,1.0,3.0
2173,2173,24000000,0,en,12.596956253051758,Superb,11/25/86,1986,11,119.0,133000000.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,6.0,0.0,1.0,17.0
2174,2174,0,0,it,4.70945405960083,Medium,3/19/13,2013,3,100.0,9500000.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,9.0,0.0,1.0,11.0
2175,2175,0,0,fa,1.3421939611434937,Low,8/13/96,1996,8,78.0,37598.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,4.0,0.0,2.0,9.0
2176,2176,22000000,0,en,7.106954097747803,High,8/7/87,1987,8,106.0,17336370.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,7.0,0.0,1.0,80.0
2177,2177,5300000,0,fr,5.943950176239014,Medium,5/17/02,2002,5,122.0,3897799.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,10.0,0.0,1.0,11.0
2178,2178,12000000,0,en,6.6313557624816895,High,2/15/02,2002,2,93.0,61141030.0,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,0.0,1.0,129.0
2179,2179,20000000,1,en,6.372278213500977,High,9/6/03,2003,9,124.0,60427839.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,5.0,8.0,0.0,1.0,14.0
2180,2180,72000000,0,en,9.807552337646484,Superb,10/19/01,2001,10,131.0,27642707.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,2.0,3.0,0.0,1.0,15.0
2181,2181,25000000,0,en,12.602437973022461,Superb,10/7/03,2003,10,138.0,156822020.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,5.0,11.0,0.0,1.0,13.0
2182,2182,0,0,en,7.10004997253418,High,3/20/86,1986,3,83.0,43579163.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,7.0,0.0,1.0,6.0
2183,2183,70000000,0,en,14.116474151611328,Superb,2/15/02,2002,2,125.0,32287044.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,34.0,4.0,6.0,0.0,1.0,20.0
2184,2184,0,0,en,5.141952037811279,Medium,4/17/92,1992,4,92.0,918239.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,5.0
2185,2185,13000000,0,en,10.098539352416992,Superb,3/21/13,2013,3,107.0,18000000.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,10.0,0.0,1.0,5.0
2186,2186,47000000,0,en,11.618791580200195,Superb,10/9/92,1992,10,154.0,7191399.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,10.0,0.0,5.0,58.0
2187,2187,74050,0,en,2.789573907852173,Low,9/15/04,2004,9,98.0,176153.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,9.0,0.0,4.0,13.0
2188,2188,10000000,0,en,7.807741165161133,High,5/15/99,1999,5,89.0,3193102.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,6.0,0.0,1.0,31.0
2189,2189,5000000,0,en,3.6210520267486572,Medium,1/30/98,1998,1,116.0,1980338.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,9.0,0.0,1.0,9.0
2190,2190,4500000,0,en,0.31303200125694275,Low,12/20/54,1954,12,142.0,3200000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,11.0,0.0,1.0,14.0
2191,2191,1688000,0,en,5.076649188995361,Medium,1/1/39,2039,1,133.0,2270000.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,18.0,42.0,1.0,1.0,28.0
2192,2192,44000000,0,en,6.273130893707275,High,5/1/10,2010,5,99.0,48190704.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,10.0,0.0,1.0,8.0
2193,2193,36000000,0,cn,8.970494270324707,High,12/19/15,2015,12,105.0,156844753.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,6.0,0.0,1.0,17.0
2194,2194,10000000,0,ja,8.278525352478027,High,4/17/04,2004,4,101.0,1461989.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,18.0
2195,2195,27000000,0,en,11.953822135925293,Superb,5/12/16,2016,5,98.0,93282604.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,9.0,16.0,0.0,1.0,9.0
2196,2196,0,0,en,0.8762969970703125,Low,9/2/88,1988,9,102.0,346297.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,15.0,2.0,9.0,0.0,2.0,14.0
2197,2197,0,0,en,7.757913112640381,High,1/16/02,2002,1,107.0,773228.0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,11.0,0.0,2.0,3.0
2198,2198,5800000,0,en,4.412563800811768,Medium,9/21/64,1964,9,133.0,6800000.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,9.0,4.0,7.0,0.0,2.0,14.0
2199,2199,3500000,0,ru,0.5246530175209045,Low,8/21/14,2014,8,95.0,179000.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,1.0,2.0
2200,2200,20000000,0,en,6.916201114654541,High,3/17/06,2006,3,105.0,33889159.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,0.0,1.0,9.0
2201,2201,80000000,0,en,15.001681327819824,Superb,6/19/92,1992,6,126.0,280000000.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,8.0,0.0,2.0,16.0
2202,2202,7000000,0,en,5.799860954284668,Medium,1/24/13,2013,1,95.0,6147.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,6.0,0.0,1.0,23.0
2203,2203,70000000,1,en,12.687520980834961,Superb,9/22/16,2016,9,87.0,182379278.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,1.0,12.0
2204,2204,0,0,en,4.857726097106934,Medium,8/14/09,2009,8,97.0,1896244.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0
2205,2205,40000000,0,en,10.829431533813477,Superb,10/23/09,2009,10,109.0,28169671.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,11.0,0.0,1.0,7.0
2206,2206,6500000,1,en,9.785146713256836,Superb,1/13/04,2004,1,112.0,98410061.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,11.0,20.0,0.0,2.0,40.0
2207,2207,20000000,0,en,2.6514079570770264,Low,9/11/98,1998,9,114.0,18253415.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,4.0,0.0,1.0,10.0
2208,2208,65000000,0,en,12.95444393157959,Superb,6/1/90,1990,6,113.0,261317921.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,26.0,3.0,5.0,0.0,1.0,24.0
2209,2209,0,0,en,7.007739067077637,High,8/24/90,1990,8,111.0,6698361.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,6.0,0.0,1.0,2.0
2210,2210,300000000,1,en,31.363664627075195,Superb,5/19/07,2007,5,169.0,961000000.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,6.0,14.0,0.0,1.0,32.0
2211,2211,0,0,en,7.696022987365723,High,3/29/06,2006,3,85.0,29326868.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,0.0,1.0,2.0
2212,2212,2200000,0,en,6.127902984619141,High,12/16/70,1970,12,99.0,136400000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,0.0,1.0,9.0
2213,2213,20000000,1,en,8.772262573242188,High,4/12/12,2012,4,95.0,32204030.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,4.0,6.0,0.0,1.0,19.0
2214,2214,8272296,0,es,10.000914573669434,Superb,4/19/99,1999,4,101.0,67872296.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,13.0,0.0,2.0,32.0
2215,2215,15000000,1,en,7.050403118133545,High,12/8/06,2006,12,116.0,10903846.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,2.0,9.0,0.0,1.0,8.0
2216,2216,38000000,0,en,7.824962139129639,High,10/2/10,2010,10,114.0,105610124.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,9.0,0.0,1.0,83.0
2217,2217,8000000,1,en,10.428421020507812,Superb,12/30/15,2015,12,90.0,5659286.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,56.0
2218,2218,40000000,0,en,9.38935375213623,Superb,4/16/14,2014,4,109.0,196781193.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,3.0,8.0,0.0,1.0,4.0
2219,2219,8700000,1,en,11.643026351928711,Superb,5/25/06,2006,5,100.0,7659918.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,23.0,3.0,4.0,0.0,1.0,26.0
2220,2220,3000000,0,en,6.070216178894043,High,5/14/09,2009,5,123.0,2357852.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,14.0,0.0,2.0,24.0
2221,2221,7000000,1,it,5.633243083953857,Medium,2/12/10,2010,2,110.0,8220215.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,11.0,0.0,1.0,2.0
2222,2222,5000000,1,en,3.334352970123291,Medium,8/6/08,2008,8,110.0,4040588.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,8.0,0.0,1.0,3.0
2223,2223,15000000,0,en,7.729444980621338,High,12/8/78,1978,12,183.0,50000000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,37.0,6.0,18.0,1.0,2.0,47.0
2224,2224,10000000,0,en,7.064981937408447,High,1/29/99,1999,1,95.0,103166989.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,7.0,0.0,1.0,8.0
2225,2225,0,0,bn,3.9007089138031006,Medium,8/26/55,1955,8,125.0,536364.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,1.0,15.0
2226,2226,2000000,0,en,6.857317924499512,High,11/11/47,2047,11,118.0,7800000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,8.0,0.0,1.0,12.0
2227,2227,200000,0,en,0.9177770018577576,Low,12/24/16,2016,12,105.0,8000000.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,2.0,12.0
2228,2228,85000000,1,en,1.4989019632339478,Low,4/2/09,2009,4,107.0,363164265.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,4.0,13.0,0.0,1.0,123.0
2229,2229,12000000,0,en,11.283472061157227,Superb,8/29/02,2002,8,123.0,56298474.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,3.0,27.0
2230,2230,0,0,en,0.7798290252685547,Low,7/25/86,1986,7,93.0,5099316.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,0.0,1.0,14.0
2231,2231,2160000,0,en,0.23053400218486786,Low,6/1/45,2045,6,119.0,9132000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,0.0,1.0,8.0
2232,2232,15000000,1,en,13.389735221862793,Superb,8/7/08,2008,8,98.0,3533227.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,4.0,6.0,0.0,1.0,11.0
2233,2233,21000000,0,en,3.030308961868286,Medium,2/3/95,1995,2,115.0,23450000.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,2.0,10.0
2234,2234,30000000,1,en,14.313078880310059,Superb,2/26/10,2010,2,107.0,55583804.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,6.0,6.0,0.0,1.0,11.0
2235,2235,9000000,1,en,1.818295955657959,Low,5/14/10,2010,5,130.0,771499.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0
2236,2236,12000000,0,en,16.243093490600586,Superb,12/14/84,1984,12,120.0,1400000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,1.0,9.0
2237,2237,0,1,en,11.33185863494873,Superb,10/7/10,2010,10,106.0,8212430.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,6.0,0.0,2.0,15.0
2238,2238,1000000,0,en,0.04585999995470047,Low,5/28/93,1993,5,124.0,2691899.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,5.0,13.0
2239,2239,23000000,0,en,1.9148809909820557,Low,2/9/90,1990,2,104.0,5820015.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,9.0,0.0,1.0,28.0
2240,2240,19500000,0,hi,5.32671594619751,Medium,12/18/13,2013,12,172.0,91000000.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,0.0,1.0,26.0
2241,2241,2000000,0,en,12.805294036865234,Superb,6/17/10,2010,6,108.0,572809.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,13.0
2242,2242,12000000,0,en,13.300518989562988,Superb,4/13/67,1967,4,131.0,41744718.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,12.0,0.0,2.0,30.0
2243,2243,40000000,1,en,9.649303436279297,Superb,12/19/12,2012,12,157.0,132820716.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,5.0,13.0,0.0,1.0,19.0
2244,2244,19000000,0,en,9.801966667175293,Superb,9/15/89,1989,9,113.0,110879513.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,3.0,4.0,0.0,1.0,7.0
2245,2245,15000000,0,en,9.02037239074707,Superb,10/26/05,2005,10,124.0,85306374.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,0.0,5.0,39.0
